"timestamp","message"
"2023-05-23 11:36:37 GMT+0300","12111"
"2023-05-23 11:36:35 GMT+0300","21211"
"2023-05-23 11:36:32 GMT+0300","12121"
"2023-05-23 11:36:31 GMT+0300","21212"
"2023-05-23 11:36:28 GMT+0300","12121"
"2023-05-23 11:36:27 GMT+0300","21212"
"2023-05-23 11:36:24 GMT+0300","22121"
"2023-05-23 11:36:23 GMT+0300","22212"
"2023-05-23 11:36:20 GMT+0300","12221"
"2023-05-23 11:36:19 GMT+0300","21222"
"2023-05-23 11:36:16 GMT+0300","22122"
"2023-05-23 11:36:15 GMT+0300","12212"
"2023-05-23 11:36:12 GMT+0300","11221"
"2023-05-23 11:36:11 GMT+0300","21122"
"2023-05-23 11:36:08 GMT+0300","22112"
"2023-05-23 11:36:07 GMT+0300","22211"
"2023-05-23 11:36:04 GMT+0300","12221"
"2023-05-23 11:36:03 GMT+0300","21222"
"2023-05-23 11:36:00 GMT+0300","22122"
"2023-05-23 11:35:59 GMT+0300","12212"
"2023-05-23 11:35:56 GMT+0300","21221"
"2023-05-23 11:35:54 GMT+0300","12122"
"2023-05-23 11:35:52 GMT+0300","21212"
"2023-05-23 11:35:50 GMT+0300","12121"
"2023-05-23 11:35:48 GMT+0300","21212"
"2023-05-23 11:35:46 GMT+0300","12121"
"2023-05-23 11:35:44 GMT+0300","21212"
"2023-05-23 11:35:42 GMT+0300","22121"
"2023-05-23 11:35:40 GMT+0300","12212"
"2023-05-23 11:35:38 GMT+0300","11221"
"2023-05-23 11:35:36 GMT+0300","21122"
"2023-05-23 11:35:34 GMT+0300","22112"
"2023-05-23 11:35:33 GMT+0300","22211"
"2023-05-23 11:35:30 GMT+0300","12221"
"2023-05-23 11:35:29 GMT+0300","11222"
"2023-05-23 11:35:26 GMT+0300","11122"
"2023-05-23 11:35:25 GMT+0300","21112"
"2023-05-23 11:35:22 GMT+0300","12111"
"2023-05-23 11:35:21 GMT+0300","21211"
"2023-05-23 11:35:18 GMT+0300","22121"
"2023-05-23 11:35:17 GMT+0300","12212"
"2023-05-23 11:35:14 GMT+0300","21221"
"2023-05-23 11:35:13 GMT+0300","12122"
